QuestionID,Question,Answer,Document,intent,cleaned question,cleaned answer
Q596,what is a roll play games,A role-playing game (RPG and sometimes roleplaying game) is a game in which players assume the roles of characters in a fictional setting .,Role-playing game,0,roll play game,roleplaying game rpg sometimes roleplaying game game player assume role character fictional setting .
Q597,when did the civil war start and where,"The American Civil War (ACW), also known as the War between the States or simply the Civil War (see naming ), was a civil war fought from 1861 to 1865 between the United States (the ""Union"" or the ""North"") and several Southern slave states that declared their secession and formed the Confederate States of America (the ""Confederacy"" or the ""South"").",American Civil War,0,civil war start,american civil war acw also known war state simply civil war see naming civil war fought 1861 1865 united state union north several southern slave state declared secession formed confederate state america confederacy south .
Q598,What are the busiest airports in the world,"The definition of the world's busiest airport has been specified by the Airports Council International in Geneva, Switzerland.",World's busiest airport,0,busiest airport world,definition world busiest airport specified airport council international geneva switzerland .
Q599,where the streets have no name filming location,"The song was notably performed on a Los Angeles rooftop for the filming of its music video, which won a Grammy Award for Best Performance Music Video .Recently the song has been used by the NFL's Baltimore Ravens as their entrance song in Super Bowl XLVII",Where the Streets Have No Name,0,street name filming location,song notably performed los angeles rooftop filming music video grammy award best performance music video .recently song used nfls baltimore raven entrance song super bowl xlvii
Q600,where did the mayflower land,"The Mayflower was the ship that in 1620 transported 102 English Pilgrims , including a core group of Separatists , to New England.",Mayflower,0,mayflower land,mayflower ship 1620 transported 102 english pilgrim including core group separatist new england .
Q601,what is a forward in soccer,"Forwards, also known as strikers, are the players on a team in association football who play nearest to the opposing team's goal, and are therefore principally responsible for scoring goals.",Forward (association football),0,forward soccer,forward also known striker player team association football play nearest opposing team goal therefore principally responsible scoring goal .
Q602,WHO QUALIFIES AS A DOMESTIC PARTNER IN CA,"A California domestic partnership is a legal relationship available to same-sex couples, and to certain opposite-sex couples in which at least one party is at least 18 years of age.",Domestic partnership in California,0,qualifies domestic partner ca,california domestic partnership legal relationship available samesex couple certain oppositesex couple least one party least 18 year age .
Q603,where did mark jackson play pro basketball?,"A point guard from St. John's University , he played for the New York Knicks , Indiana Pacers , Los Angeles Clippers , Denver Nuggets , Toronto Raptors , Utah Jazz and Houston Rockets in the NBA in a career spanning from 1987 to 2004.",Mark Jackson (basketball),0,mark jackson play pro basketball,point guard st. john university played new york knicks indiana pacer los angeles clipper denver nugget toronto raptor utah jazz houston rocket nba career spanning 1987 2004 .
Q604,what languages are spoken in south africa,"South Africa has eleven official languages : Afrikaans , English , Ndebele , Northern Sotho , Sotho , Swazi , Tswana , Tsonga , Venda , Xhosa and Zulu .",Languages of South Africa,0,language spoken south africa,south africa eleven official language afrikaans english ndebele northern sotho sotho swazi tswana tsonga venda xhosa zulu .
Q605,what languages are spoken in south africa,"The English version of the South African constitution refers to the languages by the names in those languages: isiZulu , isiXhosa , Afrikaans , Sepedi (referring to Northern Sotho), Setswana , English , Sesotho (referring to Southern Sotho), Xitsonga , Siswati , Tshivenda and isiNdebele (referring to Southern Ndebele).",Languages of South Africa,0,language spoken south africa,english version south african constitution refers language name language isizulu isixhosa afrikaans sepedi referring northern sotho setswana english sesotho referring southern sotho xitsonga siswati tshivenda isindebele referring southern ndebele .
Q606,Who controlled Alaska before US?,"Alaska was purchased from Russia on March 30, 1867, for $7.2 million ($ adjusted for inflation) at approximately two cents per acre ($4.74/km2).",Alaska,0,controlled alaska u,alaska purchased russia march 30 1867 7.2 million adjusted inflation approximately two cent per acre 4.74km2 .
Q607,what are stink bombs made of,"One is ""US Government Standard Bathroom Malodor""; a mixture of eight chemicals with a stench resembling human feces, only much stronger, designed to test the efficacy of deodorizers and air fresheners .",Stink bomb,0,stink bomb made,one u government standard bathroom malodor mixture eight chemical stench resembling human feces much stronger designed test efficacy deodorizers air freshener .
Q608,what are stink bombs made of,"Another one, "" Who me? "", is a mixture of five sulfur-containing chemicals and smells like rotting food and carcasses.",Stink bomb,0,stink bomb made,another one mixture five sulfurcontaining chemical smell like rotting food carcass .
Q609,who sang black velvet,"""Black Velvet"" is a blues verse with a rock chorus written by Canadian songwriters Christopher Ward and David Tyson , recorded by Canadian singer songwriter Alannah Myles .",Black Velvet (song),0,sang black velvet,black velvet blue verse rock chorus written canadian songwriter christopher ward david tyson recorded canadian singer songwriter alannah myles .
Q610,"who said ""A picture is worth a thousand words""?","It's worth a thousand words."" appears in a 1911 newspaper article quoting newspaper editor Arthur Brisbane discussing journalism and publicity.",A picture is worth a thousand words,0,said picture worth thousand word,worth thousand word . appears 1911 newspaper article quoting newspaper editor arthur brisbane discussing journalism publicity .
Q611,who produced loyal to the game?,"Released in the United States on December 14, 2004 (December 12 in the United Kingdom ), Loyal to the Game was produced by Eminem .",Loyal to the Game,0,produced loyal game,released united state december 14 2004 december 12 united kingdom loyal game produced eminem .
Q612,WHAT ARE HERITABLE TRAITS,heritability of a trait within a population is the proportion of observable differences in a trait between individuals within a population that is due to genetic differences.,Heritability,0,heritable trait,heritability trait within population proportion observable difference trait individual within population due genetic difference .
Q613,who does afge represent,"The American Federation of Government Employees (AFGE) is an American labor union representing over 650,000 employees of the federal government , about 5,000 employees of the District of Columbia , and a few hundred private sector employees, mostly in and around federal facilities.",American Federation of Government Employees,0,afge represent,american federation government employee afge american labor union representing 650000 employee federal government 5000 employee district columbia hundred private sector employee mostly around federal facility .
Q614,what teams won super bowl,"The Pittsburgh Steelers have won the most Super Bowls with six championships (record 6–2), while both the Dallas Cowboys and San Francisco 49ers have five wins each (Cowboys 5–3; 49ers 5–1).",List of Super Bowl champions,0,team super bowl,pittsburgh steelers super bowl six championship record 6–2 dallas cowboy san francisco 49ers five win cowboy 5–3 49ers 5–1 .
Q615,what year was christianity introduced to sub-saharan africa,Christianity in Africa began in Egypt in the middle of the 1st century.,Christianity in Africa,0,year christianity introduced subsaharan africa,christianity africa began egypt middle 1st century .
Q616,who wrote puff the magic dragon,"""Puff, the Magic Dragon"" is a song written by Leonard Lipton and Peter Yarrow , and made popular by Yarrow's group Peter, Paul and Mary in a 1963 recording.","Puff, the Magic Dragon",0,wrote puff magic dragon,puff magic dragon song written leonard lipton peter yarrow made popular yarrow group peter paul mary 1963 recording .
Q617,when did expos become nationals,"After being purchased by MLB in 2002, the team was moved before the season to Washington and renamed the Nationals, the first relocation since the second Washington Senators moved to Arlington, Texas , and became the Texas Rangers in .",Washington Nationals,0,expo become national,purchased mlb 2002 team moved season washington renamed national first relocation since second washington senator moved arlington texas became texas ranger .
Q618,what is a contingent fee with an attorney,"In the law , it is defined as a ""fee charged for a lawyer's services only if the lawsuit is successful or is favorably settled out of court....",Contingent fee,0,contingent fee attorney,law defined fee charged lawyer service lawsuit successful favorably settled court ....
Q619,what is a D.O. stand for medical doctor,Doctor of Osteopathic Medicine (D.O. or DO) is a professional doctoral degree for physicians offered by medical schools in the United States .,Doctor of Osteopathic Medicine,0,d.o . stand medical doctor,doctor osteopathic medicine d.o . professional doctoral degree physician offered medical school united state .
Q620,what is a vetting process,"Vetting is the process of performing a background check on someone before offering them employment, conferring an award, etc.",Vetting,0,vetting process,vetting process performing background check someone offering employment conferring award etc .
Q621,when did the free soilers party start?,"The Free Soil Party was a short-lived political party in the United States active in the 1848 and 1852 presidential elections, and in some state elections.",Free Soil Party,0,free soilers party start,free soil party shortlived political party united state active 1848 1852 presidential election state election .
Q622,who reports the consumer price index,"The CPI in the United States is defined by the Bureau of Labor Statistics as ""a measure of the average change over time in the prices paid by urban consumers for a market basket of consumer goods and services.""",Consumer Price Index,0,report consumer price index,cpi united state defined bureau labor statistic measure average change time price paid urban consumer market basket consumer good service .
Q623,"where does the expression ""knocking on wood"" come from","Knocking on wood, or to touch wood, refers to the apotropaic tradition in western folklore of literally touching/knocking on wood, or merely stating that you are doing or intend same, in order to avoid "" tempting fate "" after making a favourable observation, a boast, or declaration concerning one's own death.",Knocking on wood,7,expression knocking wood come,knocking wood touch wood refers apotropaic tradition western folklore literally touchingknocking wood merely stating intend order avoid tempting fate making favourable observation boast declaration concerning one death .
Q624,what are rocker arms?,"Generally referred to within the context of the internal combustion engine of automotive, marine, motorcycle and reciprocating aviation engines, the rocker arm is an oscillating lever that conveys radial movement from the cam lobe into linear movement at the poppet valve to open it.",Rocker arm,0,rocker arm,generally referred within context internal combustion engine automotive marine motorcycle reciprocating aviation engine rocker arm oscillating lever conveys radial movement cam lobe linear movement poppet valve open .
Q625,who sang the nights the lights went out,"""The Night the Lights Went Out in Georgia"" is a Southern Gothic song written by songwriter Bobby Russell and performed in 1972 by his then-wife Vicki Lawrence .",The Night the Lights Went Out in Georgia,0,sang night light went,night light went georgia southern gothic song written songwriter bobby russell performed 1972 thenwife vicki lawrence .
Q626,who sang the nights the lights went out,Reba McEntire later covered it in 1991.,The Night the Lights Went Out in Georgia,0,sang night light went,reba mcentire later covered 1991 .
Q627,where does the return address go on mail,"In some countries, the return address is conventionally located in the upper left hand corner of the envelope , card, or label.",Return address,0,return address go mail,country return address conventionally located upper left hand corner envelope card label .
Q628,where does the return address go on mail,"In the United Kingdom , the return address is usually placed on the reverse of the envelope, near the top.",Return address,0,return address go mail,united kingdom return address usually placed reverse envelope near top .
Q629,when did steven adler play for guns and roses,"He is best known as the former drummer and co-songwriter of the hard rock band Guns N' Roses , with whom he achieved worldwide success in the late 1980s.",Steven Adler,0,steven adler play gun rose,best known former drummer cosongwriter hard rock band gun n rose achieved worldwide success late 1980s .
Q630,what is a synthetic conduit,"A nerve guidance conduit (also referred to as an artificial nerve conduit or artificial nerve graft, as opposed to an autograft ) is an artificial means of guiding axonal regrowth to facilitate nerve regeneration and is one of several clinical treatments for nerve injuries .",Nerve guidance conduit,0,synthetic conduit,nerve guidance conduit also referred artificial nerve conduit artificial nerve graft opposed autograft artificial mean guiding axonal regrowth facilitate nerve regeneration one several clinical treatment nerve injury .
Q631,what is a wwII theater,"The European Theatre of World War II, also known as the European War, was a huge area of heavy fighting across Europe from Germany's invasion of Poland on September 1, 1939 until the end of the war with the German unconditional surrender on May 8, 1945 ( V-E Day ).",European Theatre of World War II,0,wwii theater,european theatre world war ii also known european war huge area heavy fighting across europe germany invasion poland september 1 1939 end war german unconditional surrender may 8 1945 day .
Q632,what is amoxicillin for?,"Amoxicillin ( INN ), formerly amoxycillin ( BAN ), and abbreviated amox, is a moderate-spectrum, bacteriolytic, β-lactam antibiotic used to treat bacterial infections caused by susceptible microorganisms .",Amoxicillin,0,amoxicillin,amoxicillin inn formerly amoxycillin ban abbreviated amox moderatespectrum bacteriolytic βlactam antibiotic used treat bacterial infection caused susceptible microorganism .
Q633,what state was the civil war in,"The American Civil War (ACW), also known as the War between the States or simply the Civil War (see naming ), was a civil war fought from 1861 to 1865 between the United States (the ""Union"" or the ""North"") and several Southern slave states that declared their secession and formed the Confederate States of America (the ""Confederacy"" or the ""South"").",American Civil War,0,state civil war,american civil war acw also known war state simply civil war see naming civil war fought 1861 1865 united state union north several southern slave state declared secession formed confederate state america confederacy south .
Q634,where did the early humans live?,"Homo erectus and Homo ergaster were the first of the hominina to leave Africa, and these species spread through Africa, Asia, and Europe between .",Human evolution,0,early human live,homo erectus homo ergaster first hominina leave africa specie spread africa asia europe .
Q635,where did the early humans live?,"According to the Recent African Ancestry theory , modern humans evolved in Africa possibly from Homo heidelbergensis , Homo rhodesiensis or Homo antecessor and migrated out of the continent some 50,000 to 100,000 years ago, replacing local populations of Homo erectus, Homo denisova , Homo floresiensis and Homo neanderthalensis.",Human evolution,0,early human live,according recent african ancestry theory modern human evolved africa possibly homo heidelbergensis homo rhodesiensis homo antecessor migrated continent 50000 100000 year ago replacing local population homo erectus homo denisova homo floresiensis homo neanderthalensis .
Q636,who invaded north africa during ww2,"Operation Torch (initially called Operation Gymnast) was the British – American invasion of French North Africa in World War II during the North African Campaign , started on 8 November 1942.",Operation Torch,0,invaded north africa ww2,operation torch initially called operation gymnast british – american invasion french north africa world war ii north african campaign started 8 november 1942 .
Q637,WHAT YEARS WAS THE C5 VETTE PRODUCED,The Chevrolet Corvette (C5) is a sports car produced by the Chevrolet division of General Motors for the 1997 through 2004 model years .,Chevrolet Corvette (C5),0,year c5 vette produced,chevrolet corvette c5 sport car produced chevrolet division general motor 1997 2004 model year .
Q638,what year was gulf war,"The Gulf War (2 August 1990 – 28 February 1991), codenamed Operation Desert Storm (17 January 1991 – 28 February 1991) was a war waged by a U.N.-authorized Coalition force from 34 nations led by the United States , against Iraq in response to Iraq's invasion and annexation of Kuwait .",Gulf War,0,year gulf war,gulf war 2 august 1990 – 28 february 1991 codenamed operation desert storm 17 january 1991 – 28 february 1991 war waged u.n.authorized coalition force 34 nation led united state iraq response iraq invasion annexation kuwait .
Q639,What U.S. President's head has been featured on the nickel (five-cent coin) since 1938?,"The Buffalo nickel was introduced in 1913 as part of a drive to increase the beauty of American coinage; in 1938, the Jefferson nickel followed.",Nickel (United States coin),0,u.s. president head featured nickel fivecent coin since 1938,buffalo nickel introduced 1913 part drive increase beauty american coinage 1938 jefferson nickel followed .
Q640,who sings stand by me,"""Stand by Me"" is a song originally performed by Ben E. King and written by King, Jerry Leiber , and Mike Stoller , inspired by the spiritual ""Lord Stand by Me,"" plus two lines rooted in Psalms 46:2–3.",Stand by Me (song),0,sings stand,stand song originally performed ben e. king written king jerry leiber mike stoller inspired spiritual lord stand plus two line rooted psalm 462–3 .
Q641,When did F15s first fly,"The Eagle first flew in July 1972, and entered service in 1976.",McDonnell Douglas F-15 Eagle,0,f15s first fly,eagle first flew july 1972 entered service 1976 .
Q642,what year was elvis born,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor.",Elvis Presley,0,year elvis born,elvis aaron presley january 8 1935 – august 16 1977 american singer actor .
Q643,what are the arb medications,"Angiotensin receptor blocker (antagonist), a medication for treating high blood pressure",ARB,0,arb medication,angiotensin receptor blocker antagonist medication treating high blood pressure
Q644,where did columbus really land in 1492?,"During his first voyage in 1492, instead of reaching Japan as he had intended, Columbus landed in the Bahamas archipelago , at a locale he named San Salvador.",Christopher Columbus,0,columbus really land 1492,first voyage 1492 instead reaching japan intended columbus landed bahamas archipelago locale named san salvador .
Q645,what is a brindle boxer,"The coat is smooth and tight-fitting; colors are fawn or brindled , with or without white markings, which may cover the entire body.",Boxer (dog),0,brindle boxer,coat smooth tightfitting color fawn brindled without white marking may cover entire body .
Q646,what are SATA Power Connector,Serial ATA (SATA) is a computer bus interface that connects host bus adapters to mass storage devices such as hard disk drives and optical drives .,Serial ATA,0,sata power connector,serial ata sata computer bus interface connects host bus adapter mass storage device hard disk drive optical drive .
Q647,what are SATA Power Connector,"Serial ATA replaces the older AT Attachment standard (ATA; later referred to as Parallel ATA or PATA), offering several advantages over the older interface: reduced cable size and cost (seven conductors instead of 40), native hot swapping , faster data transfer through higher signalling rates, and more efficient transfer through an (optional) I/O queuing protocol.",Serial ATA,0,sata power connector,serial ata replaces older attachment standard ata later referred parallel ata pata offering several advantage older interface reduced cable size cost seven conductor instead 40 native hot swapping faster data transfer higher signalling rate efficient transfer optional io queuing protocol .
Q648,who invented the internet,"The public was first introduced to the concepts that would lead to the Internet when a message was sent over the ARPANet from computer science Professor Leonard Kleinrock's laboratory at University of California, Los Angeles ( UCLA ), after the second piece of network equipment was installed at Stanford Research Institute ( SRI ).",History of the Internet,0,invented internet,public first introduced concept would lead internet message sent arpanet computer science professor leonard kleinrocks laboratory university california los angeles ucla second piece network equipment installed stanford research institute sri .
Q649,"What kind of poem is ""This is Just to Say""","""This Is Just To Say"" (1934) is a famous imagist poem by William Carlos Williams .",This Is Just To Say,0,kind poem say,say 1934 famous imagist poem william carlos williams .
Q650,when does the royal standard fly?,The Royal Standard of the United Kingdom is flown when the Queen is in residence in one of the royal residences.,Royal Standard of the United Kingdom,0,royal standard fly,royal standard united kingdom flown queen residence one royal residence .
Q651,when does the royal standard fly?,The Royal Standard is flown at royal residences only when the sovereign is present.,Royal Standard of the United Kingdom,0,royal standard fly,royal standard flown royal residence sovereign present .
Q652,who played dumbledore in harry potter,Dumbledore is portrayed by Richard Harris in the film adaptions of Harry Potter and the Philosopher's Stone and Harry Potter and the Chamber of Secrets .,Albus Dumbledore,0,played dumbledore harry potter,dumbledore portrayed richard harris film adaption harry potter philosopher stone harry potter chamber secret .
Q653,who played dumbledore in harry potter,"After Harris' death, Michael Gambon portrayed Dumbledore for all of the remaining films.",Albus Dumbledore,0,played dumbledore harry potter,harris death michael gambon portrayed dumbledore remaining film .
Q654,what produces calcitonin,"Calcitonin (also known as thyrocalcitonin) is a 32-amino acid linear polypeptide hormone that is produced in humans primarily by the parafollicular cells (also known as C-cells) of the thyroid , and in many other animals in the ultimobranchial body .",Calcitonin,0,produce calcitonin,calcitonin also known thyrocalcitonin 32amino acid linear polypeptide hormone produced human primarily parafollicular cell also known ccells thyroid many animal ultimobranchial body .
Q655,who hit the first home run at riverfront stadium?,"On June 30, 1970, the Reds hosted the Atlanta Braves in their grand opening, with Hank Aaron hitting the first ever home run at Riverfront.",Riverfront Stadium,0,hit first home run riverfront stadium,june 30 1970 red hosted atlanta brave grand opening hank aaron hitting first ever home run riverfront .
Q656,Who Makes Nexen Tires,"Nexen Tire is a tire manufacturer, headquartered in Yangsan , South Gyeongsang Province , and Seoul , both in South Korea .",Nexen Tire,0,make nexen tire,nexen tire tire manufacturer headquartered yangsan south gyeongsang province seoul south korea .
Q657,who did richard nixon refer to as the  silent majority,"The term was popularized (though not first used) by U.S. President Richard Nixon in a November 3, 1969, speech in which he said, ""And so tonight—to you, the great silent majority of my fellow Americans—I ask for your support.""",Silent majority,0,richard nixon refer silent majority,term popularized though first used u.s. president richard nixon november 3 1969 speech said tonight—to great silent majority fellow americans—i ask support .
Q658,who did richard nixon refer to as the  silent majority,"In this usage it referred to those Americans who did not join in the large demonstrations against the Vietnam War at the time, who did not join in the counterculture , and who did not participate in public discourse.",Silent majority,0,richard nixon refer silent majority,usage referred american join large demonstration vietnam war time join counterculture participate public discourse .
Q659,what the atmosphere on mercury,"Mercury has a very tenuous and highly variable atmosphere (surface-bound exosphere ) containing hydrogen , helium , oxygen , sodium , calcium , potassium and water vapor , with a combined pressure level of about 10−14 bar (1 nPa ).",Atmosphere of Mercury,0,atmosphere mercury,mercury tenuous highly variable atmosphere surfacebound exosphere containing hydrogen helium oxygen sodium calcium potassium water vapor combined pressure level 10−14 bar 1 npa .
Q660,What are the lateral and median apertures of the brain?,"It is an opening in each lateral extremity of the lateral recess of the fourth ventricle of the human brain , which also has a single median aperture .",Lateral aperture,0,lateral median aperture brain,opening lateral extremity lateral recess fourth ventricle human brain also single median aperture .
Q661,what year did the last monkeys go into space,The Soviet Union and Russia launched monkeys between 1983 and 1996.,Monkeys in space,0,year last monkey go space,soviet union russia launched monkey 1983 1996 .
Q662,what part of the pig do pork chops come from,"A pork chop is a chop of pork (a meat chop ) cut perpendicularly to the spine of the pig and usually containing a rib or part of a vertebra, served as an individual portion.",Pork chop,7,part pig pork chop come,pork chop chop pork meat chop cut perpendicularly spine pig usually containing rib part vertebra served individual portion .
Q663,what are grits made from,Modern grits are commonly made of alkali-treated corn known as hominy .,Grits,0,grit made,modern grit commonly made alkalitreated corn known hominy .
Q664,what religion is westminster abbey,"The Collegiate Church of St Peter at Westminster, popularly known as Westminster Abbey, is a large, mainly Gothic church, in the City of Westminster , London , located just to the west of the Palace of Westminster .",Westminster Abbey,0,religion westminster abbey,collegiate church st peter westminster popularly known westminster abbey large mainly gothic church city westminster london located west palace westminster .
Q665,when did coca cola first come out,"Originally intended as a patent medicine when it was invented in the late 19th century by John Pemberton , Coca-Cola was bought out by businessman Asa Griggs Candler , whose marketing tactics led Coke to its dominance of the world soft-drink market throughout the 20th century.",Coca-Cola,7,coca cola first come,originally intended patent medicine invented late 19th century john pemberton cocacola bought businessman asa griggs candler whose marketing tactic led coke dominance world softdrink market throughout 20th century .
Q666,what role do ombudsman play in the swedish government?,"An ombudsman is an official, usually appointed by the government or by parliament but with a significant degree of independence, who is charged with representing the interests of the public by investigating and addressing complaints of maladministration or violation of rights.",Ombudsman,0,role ombudsman play swedish government,ombudsman official usually appointed government parliament significant degree independence charged representing interest public investigating addressing complaint maladministration violation right .
Q667,what state is new england in,"New England is a region in the northeastern corner of the United States consisting of the six states of Maine , New Hampshire , Vermont , Massachusetts , Rhode Island , and Connecticut .",New England,0,state new england,new england region northeastern corner united state consisting six state maine new hampshire vermont massachusetts rhode island connecticut .
Q668,who played batman in dark knight,"Christian Bale reprises the lead role of Bruce Wayne/Batman, with a returning cast of Michael Caine as Alfred Pennyworth , Gary Oldman as James Gordon and Morgan Freeman as Lucius Fox .",The Dark Knight (film),0,played batman dark knight,christian bale reprises lead role bruce waynebatman returning cast michael caine alfred pennyworth gary oldman james gordon morgan freeman lucius fox .
Q669,what are stanzas in poetry,"In poetry, a stanza is a unit within a larger poem.",Stanza,0,stanza poetry,poetry stanza unit within larger poem .
Q670,what are stanzas in poetry,"A stanza consists of a grouping of two or more lines , set off by a space, that usually has a set pattern of meter and rhyme.The stanza in poetry is analogous with the paragraph that is seen in prose , related thoughts are grouped into units.",Stanza,0,stanza poetry,stanza consists grouping two line set space usually set pattern meter rhyme.the stanza poetry analogous paragraph seen prose related thought grouped unit .
Q671,who shot franz ferdinand,"On 28 June 1914, Archduke Franz Ferdinand of Austria , heir presumptive to the Austro-Hungarian throne, and his wife, Sophie, Duchess of Hohenberg , were shot dead in Sarajevo , by Gavrilo Princip , one of a group of six Bosnian Serb assassins coordinated by Danilo Ilić .",Assassination of Archduke Franz Ferdinand of Austria,0,shot franz ferdinand,28 june 1914 archduke franz ferdinand austria heir presumptive austrohungarian throne wife sophie duchess hohenberg shot dead sarajevo gavrilo princip one group six bosnian serb assassin coordinated danilo ilić .
Q672,who won the super in xl1,The Colts defeated the Bears by the score of 29–17.,Super Bowl XLI,0,super xl1,colt defeated bear score 29–17 .
Q673,what are the three ossicles,"The ossicles (also called auditory ossicles) are the three smallest bones in the human body, the malleus , the incus and the stapes .",Ossicles,0,three ossicle,ossicle also called auditory ossicle three smallest bone human body malleus incus stapes .
Q674,what are the parts of plant stems?,"The stem is normally divided into nodes and internodes, the nodes hold buds which grow into one or more leaves , inflorescence (flowers), conifer cones , roots , other stems etc.",Plant stem,0,part plant stem,stem normally divided node internode node hold bud grow one leaf inflorescence flower conifer cone root stem etc .
Q675,what is an army specialist,"Specialist (abbreviated ""SPC"") is one of the four junior enlisted ranks in the U.S. Army , just above Private First Class and equivalent in pay grade to Corporal .",Specialist (rank),0,army specialist,specialist abbreviated spc one four junior enlisted rank u.s. army private first class equivalent pay grade corporal .
Q676,what year did martin luther king die,"Martin Luther King, Jr. (January 15, 1929 – April 4, 1968) was an American clergyman, activist, and leader in the African-American Civil Rights Movement .","Martin Luther King, Jr.",6,year martin luther king die,martin luther king jr. january 15 1929 – april 4 1968 american clergyman activist leader africanamerican civil right movement .
Q677,what to make with linen,"Many products are made of linen: aprons, bags, towels (swimmers, bath, beach, body and wash towels), napkins, bed linens, linen tablecloths, runners, chair covers, and men's & women's wear.",Linen,0,make linen,many product made linen apron bag towel swimmer bath beach body wash towel napkin bed linen linen tablecloth runner chair cover men womens wear .
Q678,what spanish speaking countries have the most world cup titles,"The other World Cup winners are Italy , with four titles; Germany , with three titles; Argentina and inaugural winners Uruguay , with two titles each; and England , France , and Spain , with one title each.",FIFA World Cup,7,spanish speaking country world cup title,world cup winner italy four title germany three title argentina inaugural winner uruguay two title england france spain one title .
Q679,who composed the Singapore national anthem,"Composed by Zubir Said in 1958 as a theme song for official functions of the City Council of Singapore, the song was selected in 1959 as the island's anthem when it attained self-government .",Majulah Singapura,0,composed singapore national anthem,composed zubir said 1958 theme song official function city council singapore song selected 1959 island anthem attained selfgovernment .
Q680,what south dakota county is wakonda in,"Wakonda is a town in Clay County , South Dakota , United States .","Wakonda, South Dakota",3,south dakota county wakonda,wakonda town clay county south dakota united state .
Q681,what are american people of japanese descent called,are American people of Japanese heritage .,Japanese American,8,american people japanese descent called,american people japanese heritage .
Q682,what are american people of japanese descent called,"Japanese Americans have historically been among the three largest Asian American communities, but in recent decades, it has become the sixth largest group at roughly 1,304,286, including those of mixed-race or mixed-ethnicity.",Japanese American,8,american people japanese descent called,japanese american historically among three largest asian american community recent decade become sixth largest group roughly 1304286 including mixedrace mixedethnicity .
Q683,when does v start,"V is an American science fiction television series that ran for two seasons on ABC , from November 3, 2009 to March 15, 2011.",V (2009 TV series),0,v start,v american science fiction television series ran two season abc november 3 2009 march 15 2011 .
Q684,when did spongebob first air,"The pilot episode of SpongeBob SquarePants first aired in the United States on Nickelodeon on May 1, 1999, following the Nickelodeon Kids' Choice Awards .",SpongeBob SquarePants,0,spongebob first air,pilot episode spongebob squarepants first aired united state nickelodeon may 1 1999 following nickelodeon kid choice award .
Q685,what are d.o. of medicine,Doctor of Osteopathic Medicine (D.O. or DO) is a professional doctoral degree for physicians offered by medical schools in the United States .,Doctor of Osteopathic Medicine,0,d.o . medicine,doctor osteopathic medicine d.o . professional doctoral degree physician offered medical school united state .
Q686,what are d.o. of medicine,"Holders of the D.O. degree are known as osteopathic physicians and have the same rights, privileges, and responsibilities as physicians with a Doctor of Medicine degree (M.D.).",Doctor of Osteopathic Medicine,0,d.o . medicine,holder d.o . degree known osteopathic physician right privilege responsibility physician doctor medicine degree m.d ..
Q687,what is a bus adapter in a computer?,"In computer hardware , a host controller, host adapter, or host bus adapter (HBA) connects a host system (the computer ) to other network and storage devices.",Host adapter,0,bus adapter computer,computer hardware host controller host adapter host bus adapter hba connects host system computer network storage device .
Q688,where does cashmere come from,"Cashmere wool, usually simply known as cashmere, is a fiber obtained from Cashmere goats and other types of goat .",Cashmere wool,7,cashmere come,cashmere wool usually simply known cashmere fiber obtained cashmere goat type goat .
Q689,Who invented egg rolls,"2__Egg_roll __ Varieties of egg rolls are found in mainland China , many Chinese-speaking regions of Asia, and Chinese immigrant communities around the world.",Egg roll,0,invented egg roll,2eggroll variety egg roll found mainland china many chinesespeaking region asia chinese immigrant community around world .
Q690,what westerners include in pain and suffering,Pain and suffering is the legal term for the physical and emotional stress caused from an injury (see also pain and suffering ).,Pain and suffering,0,westerner include pain suffering,pain suffering legal term physical emotional stress caused injury see also pain suffering .
Q691,what westerners include in pain and suffering,"Some damages that might be under this category would be: aches, temporary and permanent limitations on activity, potential shortening of life, depression or scarring .",Pain and suffering,0,westerner include pain suffering,damage might category would ache temporary permanent limitation activity potential shortening life depression scarring .
Q692,what is a medallion guarantee,It is a guarantee by the transferring financial institution that the signature is genuine and the financial institution accepts liability for any forgery.,Medallion signature guarantee,0,medallion guarantee,guarantee transferring financial institution signature genuine financial institution accepts liability forgery .
Q693,what is a medallion guarantee,They also limit the liability of the transfer agent who accepts the certificates.,Medallion signature guarantee,0,medallion guarantee,also limit liability transfer agent accepts certificate .
Q694,who won the 2010 world cup,"In the final, Spain , the European champions , defeated third-time finalists the Netherlands 1–0 after extra time , with Andrés Iniesta 's goal in the 116th minute giving Spain their first world title, becoming the eighth nation to win the tournament, and the first European nation to win the tournament outside its home continent.",2010 FIFA World Cup,0,2010 world cup,final spain european champion defeated thirdtime finalist netherlands 1–0 extra time andrés iniesta goal 116th minute giving spain first world title becoming eighth nation win tournament first european nation win tournament outside home continent .
Q695,who wrote the song in the mood,"""In the Mood"" is a big band era #1 hit recorded by American bandleader Glenn Miller .",In the Mood,0,wrote song mood,mood big band era 1 hit recorded american bandleader glenn miller .
Q696,what is active learning strategies,Active learning is an umbrella term that refers to several models of instruction that focus the responsibility of learning on learners.,Active learning,0,active learning strategy,active learning umbrella term refers several model instruction focus responsibility learning learner .
Q697,"what is ""thin film"" technology",A thin film is a layer of material ranging from fractions of a nanometer ( monolayer ) to several micrometers in thickness.,Thin film,0,thin film technology,thin film layer material ranging fraction nanometer monolayer several micrometer thickness .
