intent,answer,number,cleaned text
3,"There are approximately 642 skeletal muscles within the typical human, and almost every muscle constitutes one part of a pair of identical bilateral muscles, found on both sides, resulting in approximately 320 pairs of muscles, as presented in this article.",531,approximately 642 skeletal muscle within typical human almost every muscle constitutes one part pair identical bilateral muscle found side resulting approximately 320 pair muscle presented article .
3,"Ultimately, the Spanish Crown ceded the colony to United States rule.",532,ultimately spanish crown ceded colony to united state rule .
3,"Orono is a town in Penobscot County , Maine , United States .",533,orono town penobscot county maine united state .
3,"A pilot experiment, also called a pilot study, is a small scale preliminary study conducted in order to evaluate feasibility, time, cost, adverse events, and effect size (statistical variability) in an attempt to predict an appropriate sample size and improve upon the study design prior to performance of a full-scale research project.",534,pilot experiment also called pilot study small scale preliminary study conducted order to evaluate feasibility time cost adverse event effect size statistical variability attempt to predict appropriate sample size improve upon study design prior to performance fullscale research project .
3,"The two surviving species of camel are the dromedary , or one-humped camel, which is native to the Middle East and the Horn of Africa ; and the Bactrian , or two-humped camel, which inhabits Central Asia .",535,two surviving specie camel dromedary onehumped camel native to middle east horn africa bactrian twohumped camel inhabits central asia .
3,"Wind power is the conversion of wind energy into a useful form of energy, such as using wind turbines to make electrical power , windmills for mechanical power, wind pumps for water pumping or drainage , or sails to propel ships.",536,wind power conversion wind energy useful form energy using wind turbine to make electrical power windmill mechanical power wind pump water pumping drainage sail to propel ship .
3,"In the context of Earth , it refers to one or all of the major divisions of the planet's World Ocean _ they are, in descending order of area, the Pacific , Atlantic , Indian , Southern (Antarctic) , and Arctic Oceans.",537,context earth refers to one major division planet world ocean descending order area pacific atlantic indian southern antarctic arctic ocean .
3,"It is the county seat of Duval County , with which the city government consolidated in 1968.",538,county seat duval county city government consolidated 1968 .
3,"What Chilli Wants is an American reality series on VH1 starring Chilli , one-third of the Grammy Award -winning R&B trio TLC .",539,chilli want american reality series vh1 starring chilli onethird grammy award winning rb trio tlc .
3,The blue color of liquid oxygen in a dewar flask,540,blue color liquid oxygen dewar flask
3,The Boise State Broncos football program represents Boise State University in college football and compete in the Football Bowl Subdivision (FBS) of Division I as a member of the Mountain West Conference .,541,boise state bronco football program represents boise state university college football compete football bowl subdivision fbs division member mountain west conference .
3,"Mens rea is Latin for ""guilty mind"".",542,men rea latin guilty mind .
3,"A drug test is a technical analysis of a biological specimen _ for example urine, hair, blood, sweat, or oral fluid / saliva _ to determine the presence or absence of specified parent drugs or their metabolites .",543,drug test technical analysis biological specimen example urine hair blood sweat oral fluid saliva to determine presence absence specified parent drug metabolite .
3,"Espresso has more caffeine per unit volume than most beverages, but the usual serving size is smaller__ typical 60 mL (2 US fluid ounce ) of espresso has 80 to 150 mg of caffeine, little less than the 95 to 200 mg of a standard 240 mL (8 US fluid ounces ) cup of drip-brewed coffee.",544,espresso ha caffeine per unit volume beverage usual serving size smaller typical 60 ml 2 u fluid ounce espresso ha 80 to 150 mg caffeine little less 95 to 200 mg standard 240 ml 8 u fluid ounce cup dripbrewed coffee .
3,"In humans, seminal fluid contains several components besides spermatozoa: proteolytic and other enzymes as well as fructose are elements of seminal fluid which promote the survival of spermatozoa and provide a medium through which they can move or ""swim"".",545,human seminal fluid contains several component besides spermatozoon proteolytic enzyme well fructose element seminal fluid promote survival spermatozoon provide medium move swim .
3,Crosby was drafted first overall by the Penguins out of the Quebec Major Junior Hockey League (QMJHL).,546,crosby wa drafted first overall penguin quebec major junior hockey league qmjhl .
3,"""My two cents"" (2_________Â¢) and its longer version ""put my two cents in"" is an United States (US) idiomatic expression, taken from the original English idiom expression: to put in ""my two pennies worth"" or ""my tuppence worth.""",547,two cent 2â¢ longer version put two cent united state u idiomatic expression taken original english idiom expression to put two penny worth tuppence worth .
3,"Including human capital such as skills, the United Nations estimated the total wealth of the United States in 2008 to be $118 trillion.",548,including human capital skill united nation estimated total wealth united state 2008 to 118 trillion .
3,"to indicate the precision of an approximation , or",549,to indicate precision approximation
3,to indicate a value that can be of either sign.,550,to indicate value either sign .
3,"The Moon is thought to have formed nearly 4.5 billion years ago, not long after the Earth.",551,moon thought to formed nearly 4.5 billion year ago long earth .
3,"Although there have been several hypotheses for its origin in the past, the current most widely accepted explanation is that the Moon formed from the debris left over after a giant impact between Earth and a Mars -sized body.",552,although several hypothesis origin past current widely accepted explanation moon formed debris left giant impact earth mar sized body .
3,"As president, Reagan implemented sweeping new political and economic initiatives.",553,president reagan implemented sweeping new political economic initiative .
3,"Judgment as a matter of law (JMOL) is a motion made by a party, during trial, claiming the opposing party has insufficient evidence to reasonably support its case.",554,judgment matter law jmol motion made party trial claiming opposing party ha insufficient evidence to reasonably support case .
3,"Four sitting presidents have been killed: Abraham Lincoln (the 16th President), James A. Garfield (the 20th President), William McKinley (the 25th President) and John F. Kennedy (the 35th President).",555,four sitting president killed abraham lincoln 16th president james a. garfield 20th president william mckinley 25th president john f. kennedy 35th president .
3,"A major producer of natural gas , oil , and agriculture, Oklahoma relies on an economic base of aviation, energy, telecommunications, and biotechnology .",556,major producer natural gas oil agriculture oklahoma relies economic base aviation energy telecommunication biotechnology .
3,There have been twenty-two novels and two picture books published.,557,twentytwo novel two picture book published .
3,"Hostilities began on April 12, 1861, when Confederate forces fired upon Fort Sumter , a key fort held by Union troops in South Carolina.",558,hostility began april 12 1861 confederate force fired upon fort sumter key fort held union troop south carolina .
3,"William Bruce Jenner (born October 28, 1949) is a former U.S. track and field athlete , motivational speaker , socialite , television personality and businessman .",559,william bruce jenner born october 28 1949 former u.s. track field athlete motivational speaker socialite television personality businessman .
3,Some authors also define an alkali as a base that dissolves in water .,560,author also define alkali base dissolve water .
3,Area code 217 is the North American telephone area code for much of western and central Illinois .,561,area code 217 north american telephone area code much western central illinois .
3,"The 217 area includes Illinois' capital , Springfield , plus Champaign , Urbana , Decatur , Danville , Quincy , and Rantoul .",562,217 area includes illinois capital springfield plus champaign urbana decatur danville quincy rantoul .
3,"Jameson is similar in its adherence to the single distillery principle to the single malt tradition, but Jameson blends column still spirit with Single pot still whiskey , a combination of malted barley with unmalted or ""green"" barley distilled in a pot still.",563,jameson similar adherence to single distillery principle to single malt tradition jameson blend column still spirit single pot still whiskey combination malted barley unmalted green barley distilled pot still .
3,"""Gloria in excelsis Deo"" ( Latin for ""Glory to God in the highest"") is a hymn known also as the Greater Doxology (as distinguished from the ""Minor Doxology"" or Gloria Patri ) and the Angelic Hymn.",564,gloria excelsis deo latin glory to god highest hymn known also greater doxology distinguished minor doxology gloria patri angelic hymn .
3,"In finance , a bond is an instrument of indebtedness of the bond issuer to the holders.",565,finance bond instrument indebtedness bond issuer to holder .
3,"Bonds and stocks are both securities , but the major difference between the two is that (capital) stockholders have an equity stake in the company (i.e. they are owners), whereas bondholders have a creditor stake in the company (i.e. they are lenders).",566,bond stock security major difference two capital stockholder equity stake company i.e . owner whereas bondholder creditor stake company i.e . lender .
3,You are {},567,
3,Your name is {},568,name
3,"I remember, you are {}",569,remember
3,You are {},570,
3,"I'm your AI assistant, here to help you with whatever you need.",571,im ai assistant to help whatever need .
3,"I'm a conversational AI designed to assist with various tasks, answer questions, and make your life a bit easier.",572,im conversational ai designed to assist various task answer question make life bit easier .
3,"I can assist with answering questions, providing recommendations and more.",573,assist answering question providing recommendation .
3,"No, I'm not a real person, but I'm here to simulate helpful conversations and offer any assistance you need.",574,no im real person im to simulate helpful conversation offer assistance need .
3,"I'm a virtual assistant created to help, inform, and chat with you.",575,im virtual assistant created to help inform chat .
3,"I can assist with answering questions, providing recommendations and more.",576,assist answering question providing recommendation .
3,"I'm your AI assistant, here to help you with whatever you need.",577,im ai assistant to help whatever need .
3,You're welcome. It's my pleasure,578,youre welcome . pleasure
3,No problem,579,no problem
3,You're welcome. It's my pleasure,580,youre welcome . pleasure
3,You're welcome. It's my pleasure,581,youre welcome . pleasure
